id_venda,data,ano,mes,produto,categoria,regiao,canal_venda,tipo_cliente,vendedor,quantidade,preco_unitario,desconto_pct,receita_liquida,custo_total,lucro,status
1446,2025-10-27,2025,10,Tablet 10,Eletrônicos,Sul,Representante,Pessoa Jurídica,Carla,6,1729.49,0.0,10376.96,7498.42,2878.53,Concluída
1447,2025-09-23,2025,9,Headset Gamer,Acessórios,Sudeste,Marketplace,Pessoa Física,Bruno,1,414.12,0.0,414.12,289.19,124.93,Concluída
1448,2025-06-02,2025,6,Teclado Mecânico,Acessórios,Centro-Oeste,E-commerce,Pessoa Jurídica,Eduarda,4,336.36,0.03,1305.07,907.34,397.73,Concluída
1449,2024-02-11,2024,2,Smartphone X,Eletrônicos,Sudeste,E-commerce,Pessoa Jurídica,Carla,10,2998.84,0.0,29988.37,21128.41,8859.96,Concluída
1450,2025-08-20,2025,8,Headset Gamer,Acessórios,Sudeste,Inside Sales,Pessoa Jurídica,Carla,1,390.51,0.0,390.51,289.32,101.18,Concluída
1451,2024-09-21,2024,9,Impressora Laser,Escritório,Norte,Loja Física,Pessoa Física,Gabriela,1,1076.82,0.1,969.14,875.53,93.61,Concluída
1452,2024-03-12,2024,3,Cadeira Ergonômica,Móveis,Sudeste,E-commerce,Pessoa Física,Carla,1,889.46,0.0,889.46,736.92,152.54,Concluída
1453,2025-02-08,2025,2,Webcam Full HD,Acessórios,Nordeste,E-commerce,Pessoa Jurídica,Gabriela,6,290.74,0.0,1744.43,958.6,785.83,Concluída
1454,2025-04-10,2025,4,Cadeira Ergonômica,Móveis,Sudeste,Representante,Pessoa Jurídica,Carla,1,864.97,0.0,864.97,743.98,120.98,Concluída
1455,2025-01-30,2025,1,Mesa Office,Móveis,Nordeste,Loja Física,Pessoa Física,Carla,2,747.68,0.05,1420.6,1221.49,199.11,Concluída
1456,2024-05-29,2024,5,Impressora Laser,Escritório,Sudeste,Representante,Pessoa Jurídica,Carla,3,1014.93,0.0,3044.79,2501.23,543.56,Concluída
1457,2025-01-22,2025,1,Mesa Office,Móveis,Sudeste,Marketplace,Pessoa Física,Eduarda,2,829.92,0.0,1659.84,1228.69,431.16,Concluída
1458,2025-08-05,2025,8,Monitor 27,Eletrônicos,Nordeste,E-commerce,Pessoa Física,Carla,3,1346.7,0.08,3716.88,3030.77,686.11,Concluída
1459,2024-09-05,2024,9,Headset Gamer,Acessórios,Centro-Oeste,Loja Física,Pessoa Física,Henrique,1,414.05,0.0,414.05,292.25,121.8,Concluída
1460,2025-09-09,2025,9,Webcam Full HD,Acessórios,Nordeste,Marketplace,Pessoa Física,Ana,3,244.35,0.08,674.41,481.52,192.89,Concluída
1461,2025-08-04,2025,8,Headset Gamer,Acessórios,Sudeste,Marketplace,Pessoa Física,Ana,1,462.63,0.08,425.62,272.93,152.69,Concluída
1462,2024-12-11,2024,12,Mesa Office,Móveis,Nordeste,Marketplace,Pessoa Física,Carla,1,707.42,0.03,686.2,614.68,71.52,Concluída
1463,2025-10-18,2025,10,Teclado Mecânico,Acessórios,Sudeste,E-commerce,Pessoa Física,Gabriela,1,363.39,0.0,363.39,222.01,141.39,Concluída
1464,2025-06-10,2025,6,Impressora Laser,Escritório,Sudeste,Inside Sales,Pessoa Jurídica,Henrique,5,1131.02,0.03,5485.44,4208.81,1276.63,Concluída
1465,2025-07-07,2025,7,Cadeira Ergonômica,Móveis,Sudeste,Loja Física,Pessoa Física,Henrique,1,878.14,0.08,807.89,735.97,71.92,Concluída
1466,2024-11-20,2024,11,Cadeira Ergonômica,Móveis,Centro-Oeste,Representante,Pessoa Física,Henrique,3,899.59,0.0,2698.77,2062.85,635.92,Concluída
1467,2025-08-03,2025,8,Mesa Office,Móveis,Sudeste,Marketplace,Pessoa Física,Carla,2,862.49,0.0,1724.98,1184.28,540.7,Concluída
1468,2024-07-05,2024,7,Smartphone X,Eletrônicos,Sudeste,Representante,Pessoa Física,Ana,1,2642.22,0.08,2430.84,2208.92,221.92,Concluída
1469,2025-01-10,2025,1,Teclado Mecânico,Acessórios,Centro-Oeste,Representante,Pessoa Física,Eduarda,1,356.79,0.08,0.0,216.95,0.0,Devolvida
1470,2025-08-17,2025,8,Notebook Pro 14,Eletrônicos,Centro-Oeste,E-commerce,Pessoa Jurídica,Eduarda,2,4335.02,0.03,8409.93,6677.55,1732.38,Concluída
1471,2025-01-31,2025,1,Teclado Mecânico,Acessórios,Sudeste,Marketplace,Pessoa Física,Eduarda,2,319.47,0.05,606.99,434.65,172.34,Concluída
1472,2024-08-02,2024,8,Monitor 27,Eletrônicos,Sudeste,Representante,Pessoa Física,Henrique,1,1384.6,0.05,1315.37,998.46,316.91,Concluída
1473,2025-12-01,2025,12,Webcam Full HD,Acessórios,Sul,Loja Física,Pessoa Jurídica,Henrique,10,258.42,0.03,2506.7,1555.07,951.63,Concluída
1474,2025-10-18,2025,10,Impressora Laser,Escritório,Sudeste,Representante,Pessoa Jurídica,Bruno,3,1026.02,0.08,2831.82,2633.19,198.64,Concluída
1475,2025-03-03,2025,3,Webcam Full HD,Acessórios,Sul,E-commerce,Pessoa Física,Bruno,1,271.56,0.1,244.4,159.6,84.81,Concluída
1476,2025-07-25,2025,7,Mouse Sem Fio,Acessórios,Sudeste,Loja Física,Pessoa Jurídica,Felipe,12,193.14,0.03,2248.12,1355.2,892.92,Concluída
1477,2024-06-07,2024,6,Impressora Laser,Escritório,Sul,E-commerce,Pessoa Física,Ana,1,1202.2,0.03,1166.13,854.59,311.54,Concluída
1478,2024-07-17,2024,7,HD Externo 1TB,Acessórios,Centro-Oeste,E-commerce,Pessoa Física,Henrique,1,466.69,0.03,452.69,291.08,161.61,Concluída
1479,2025-09-19,2025,9,Impressora Laser,Escritório,Sudeste,Marketplace,Pessoa Física,Diego,2,1092.97,0.0,2185.94,1747.88,438.07,Concluída
1480,2025-04-20,2025,4,Cadeira Ergonômica,Móveis,Norte,E-commerce,Pessoa Jurídica,Bruno,5,969.22,0.0,4846.11,3653.39,1192.71,Concluída
1481,2025-12-29,2025,12,HD Externo 1TB,Acessórios,Nordeste,Inside Sales,Pessoa Física,Diego,1,385.41,0.08,354.58,283.44,71.14,Concluída
1482,2025-04-02,2025,4,Mouse Sem Fio,Acessórios,Sudeste,Marketplace,Pessoa Física,Ana,1,178.85,0.1,160.96,106.87,54.1,Concluída
1483,2024-01-21,2024,1,Mesa Office,Móveis,Nordeste,E-commerce,Pessoa Física,Eduarda,3,850.24,0.05,2423.18,1815.21,607.97,Concluída
1484,2024-11-15,2024,11,Headset Gamer,Acessórios,Centro-Oeste,E-commerce,Pessoa Jurídica,Bruno,3,415.17,0.08,1145.87,834.86,311.01,Concluída
1485,2025-10-20,2025,10,Mesa Office,Móveis,Sudeste,Inside Sales,Pessoa Jurídica,Bruno,5,824.11,0.1,3708.5,2927.48,781.02,Concluída
1486,2025-07-11,2025,7,Teclado Mecânico,Acessórios,Sudeste,E-commerce,Pessoa Jurídica,Diego,6,349.81,0.08,1930.96,1369.6,561.36,Concluída
1487,2024-12-07,2024,12,HD Externo 1TB,Acessórios,Sudeste,Marketplace,Pessoa Física,Felipe,1,461.3,0.05,438.23,302.73,135.5,Concluída
1488,2025-07-09,2025,7,HD Externo 1TB,Acessórios,Sudeste,E-commerce,Pessoa Física,Gabriela,1,459.73,0.0,459.73,292.36,167.36,Concluída
1489,2025-06-16,2025,6,Monitor 27,Eletrônicos,Sudeste,E-commerce,Pessoa Física,Carla,1,1377.61,0.05,1308.73,1043.51,265.22,Concluída
1490,2025-11-23,2025,11,Teclado Mecânico,Acessórios,Sul,Representante,Pessoa Física,Diego,1,333.26,0.03,323.26,232.75,90.52,Concluída
1491,2025-09-14,2025,9,Notebook Pro 14,Eletrônicos,Norte,Loja Física,Pessoa Jurídica,Felipe,2,4364.83,0.05,8293.18,6654.4,1638.78,Concluída
1492,2024-09-16,2024,9,Impressora Laser,Escritório,Sul,Marketplace,Pessoa Física,Eduarda,1,1012.57,0.1,911.31,855.44,55.87,Concluída
1493,2025-11-22,2025,11,Webcam Full HD,Acessórios,Nordeste,Loja Física,Pessoa Física,Carla,2,265.07,0.08,0.0,309.88,0.0,Cancelada
1494,2024-09-13,2024,9,Headset Gamer,Acessórios,Norte,Marketplace,Pessoa Jurídica,Eduarda,3,381.99,0.15,0.0,815.43,0.0,Cancelada
1495,2024-07-20,2024,7,Mouse Sem Fio,Acessórios,Sul,Loja Física,Pessoa Jurídica,Eduarda,6,186.46,0.15,950.93,663.24,287.69,Concluída
1496,2025-08-01,2025,8,Impressora Laser,Escritório,Nordeste,Loja Física,Pessoa Jurídica,Bruno,5,1194.99,0.03,0.0,4307.75,0.0,Devolvida
1497,2024-01-31,2024,1,Monitor 27,Eletrônicos,Nordeste,Inside Sales,Pessoa Jurídica,Gabriela,4,1171.0,0.0,4684.02,4035.55,648.46,Concluída
1498,2025-07-20,2025,7,Notebook Pro 14,Eletrônicos,Sudeste,E-commerce,Pessoa Física,Eduarda,1,3819.14,0.05,3628.19,3456.86,171.33,Concluída
1499,2024-02-02,2024,2,Tablet 10,Eletrônicos,Sudeste,E-commerce,Pessoa Jurídica,Carla,3,1513.1,0.1,4085.38,3715.14,370.24,Concluída
1500,2024-06-18,2024,6,HD Externo 1TB,Acessórios,Centro-Oeste,Loja Física,Pessoa Jurídica,Carla,4,408.42,0.0,1633.7,1160.85,472.85,Concluída
1501,2024-02-29,2024,2,Teclado Mecânico,Acessórios,Sul,Representante,Pessoa Física,Carla,2,337.19,0.0,674.39,476.56,197.82,Concluída
1502,2025-10-19,2025,10,HD Externo 1TB,Acessórios,Nordeste,Loja Física,Pessoa Física,Felipe,1,402.83,0.03,0.0,305.25,0.0,Cancelada
1503,2025-03-09,2025,3,Teclado Mecânico,Acessórios,Norte,Marketplace,Pessoa Jurídica,Gabriela,5,379.63,0.1,1708.34,1111.67,596.67,Concluída
1504,2024-12-13,2024,12,Mesa Office,Móveis,Nordeste,E-commerce,Pessoa Jurídica,Carla,3,718.99,0.08,1984.42,1819.18,165.24,Concluída
1505,2024-11-29,2024,11,Webcam Full HD,Acessórios,Norte,Representante,Pessoa Jurídica,Eduarda,2,277.2,0.0,554.39,337.79,216.6,Concluída
1506,2025-08-02,2025,8,Tablet 10,Eletrônicos,Sudeste,Representante,Pessoa Jurídica,Gabriela,3,1639.08,0.08,4523.85,3654.99,868.86,Concluída
1507,2024-03-17,2024,3,Cadeira Ergonômica,Móveis,Sul,Loja Física,Pessoa Física,Henrique,1,955.17,0.05,907.41,717.27,190.14,Concluída
1508,2025-10-11,2025,10,Smartphone X,Eletrônicos,Norte,Loja Física,Pessoa Jurídica,Bruno,1,2560.91,0.05,2432.87,2097.72,335.15,Concluída
1509,2025-10-19,2025,10,Cadeira Ergonômica,Móveis,Nordeste,E-commerce,Pessoa Jurídica,Eduarda,8,933.72,0.05,7096.25,5430.49,1665.77,Concluída
1510,2024-08-12,2024,8,HD Externo 1TB,Acessórios,Norte,Inside Sales,Pessoa Física,Felipe,3,384.14,0.15,979.57,862.76,116.81,Concluída
1511,2025-05-24,2025,5,Mesa Office,Móveis,Centro-Oeste,E-commerce,Pessoa Física,Henrique,1,765.87,0.05,727.57,626.1,101.47,Concluída
1512,2024-06-20,2024,6,Headset Gamer,Acessórios,Sul,E-commerce,Pessoa Física,Ana,1,394.59,0.0,394.59,297.45,97.14,Concluída
1513,2024-04-21,2024,4,HD Externo 1TB,Acessórios,Sudeste,Marketplace,Pessoa Física,Bruno,1,452.32,0.03,438.75,305.99,132.75,Concluída
1514,2024-04-15,2024,4,HD Externo 1TB,Acessórios,Centro-Oeste,E-commerce,Pessoa Física,Henrique,1,455.77,0.0,455.77,300.89,154.89,Concluída
1515,2024-10-01,2024,10,Tablet 10,Eletrônicos,Sudeste,Inside Sales,Pessoa Física,Felipe,1,1641.61,0.1,1477.45,1334.96,142.49,Concluída
1516,2024-11-05,2024,11,Smartphone X,Eletrônicos,Sudeste,Inside Sales,Pessoa Jurídica,Gabriela,10,3035.94,0.03,29448.6,20906.74,8541.86,Concluída
1517,2024-03-05,2024,3,Teclado Mecânico,Acessórios,Nordeste,Inside Sales,Pessoa Física,Gabriela,1,329.31,0.0,329.31,227.71,101.61,Concluída
1518,2024-08-05,2024,8,Teclado Mecânico,Acessórios,Sudeste,E-commerce,Pessoa Física,Henrique,2,384.64,0.0,769.27,442.11,327.16,Concluída
1519,2024-10-30,2024,10,Mouse Sem Fio,Acessórios,Norte,Loja Física,Pessoa Física,Felipe,1,188.34,0.08,173.27,106.49,66.78,Concluída
1520,2025-12-12,2025,12,Mouse Sem Fio,Acessórios,Sul,Representante,Pessoa Física,Felipe,1,172.99,0.05,164.34,105.31,59.04,Concluída
1521,2025-08-18,2025,8,Impressora Laser,Escritório,Sul,E-commerce,Pessoa Jurídica,Carla,1,1153.43,0.1,1038.09,846.14,191.95,Concluída
1522,2025-08-10,2025,8,Webcam Full HD,Acessórios,Norte,Loja Física,Pessoa Física,Henrique,1,274.16,0.05,260.45,164.01,96.44,Concluída
1523,2024-04-21,2024,4,Headset Gamer,Acessórios,Sul,E-commerce,Pessoa Física,Ana,1,469.58,0.03,455.49,296.16,159.33,Concluída
1524,2025-06-10,2025,6,Notebook Pro 14,Eletrônicos,Sul,E-commerce,Pessoa Física,Bruno,1,4470.02,0.0,4470.02,3501.94,968.08,Concluída
1525,2024-01-31,2024,1,Tablet 10,Eletrônicos,Sudeste,Marketplace,Pessoa Física,Henrique,1,1787.22,0.03,0.0,1298.16,0.0,Devolvida
1526,2024-03-28,2024,3,Notebook Pro 14,Eletrônicos,Sudeste,Representante,Pessoa Jurídica,Bruno,4,3912.52,0.1,14085.07,13327.52,757.56,Concluída
1527,2025-09-24,2025,9,Monitor 27,Eletrônicos,Centro-Oeste,Loja Física,Pessoa Jurídica,Henrique,10,1421.41,0.03,13787.69,10183.17,3604.52,Concluída
1528,2024-08-29,2024,8,Mesa Office,Móveis,Norte,Representante,Pessoa Jurídica,Ana,1,813.94,0.1,732.55,593.36,139.19,Concluída
1529,2024-02-11,2024,2,Cadeira Ergonômica,Móveis,Sul,E-commerce,Pessoa Física,Diego,1,1029.59,0.05,978.11,722.03,256.08,Concluída
1530,2024-08-08,2024,8,HD Externo 1TB,Acessórios,Norte,E-commerce,Pessoa Física,Carla,1,395.24,0.05,375.48,294.0,81.47,Concluída
1531,2024-05-16,2024,5,Tablet 10,Eletrônicos,Sudeste,Representante,Pessoa Jurídica,Eduarda,5,1559.34,0.05,7406.86,6366.32,1040.53,Concluída
1532,2024-10-17,2024,10,Monitor 27,Eletrônicos,Sudeste,Loja Física,Pessoa Jurídica,Eduarda,8,1301.37,0.05,9890.37,8446.37,1444.01,Concluída
1533,2025-12-05,2025,12,Smartphone X,Eletrônicos,Sudeste,Marketplace,Pessoa Jurídica,Felipe,3,2761.93,0.03,8037.23,6770.09,1267.14,Concluída
1534,2024-01-08,2024,1,Mouse Sem Fio,Acessórios,Norte,Representante,Pessoa Jurídica,Bruno,3,169.83,0.03,494.2,329.41,164.79,Concluída
1535,2025-07-24,2025,7,Headset Gamer,Acessórios,Nordeste,Loja Física,Pessoa Física,Carla,2,399.32,0.08,734.75,576.42,158.34,Concluída
1536,2025-03-04,2025,3,Notebook Pro 14,Eletrônicos,Sudeste,E-commerce,Pessoa Física,Gabriela,2,3931.78,0.08,7234.47,7103.18,131.29,Concluída
1537,2025-03-17,2025,3,Tablet 10,Eletrônicos,Sudeste,Loja Física,Pessoa Jurídica,Eduarda,3,1639.64,0.1,4427.03,4020.45,406.58,Concluída
1538,2025-02-24,2025,2,HD Externo 1TB,Acessórios,Sudeste,E-commerce,Pessoa Jurídica,Diego,1,423.65,0.03,410.94,304.95,105.99,Concluída
1539,2025-03-01,2025,3,Cadeira Ergonômica,Móveis,Centro-Oeste,Loja Física,Pessoa Física,Bruno,1,903.31,0.1,812.98,680.79,132.19,Concluída
1540,2025-02-04,2025,2,HD Externo 1TB,Acessórios,Sudeste,Loja Física,Pessoa Física,Bruno,4,438.88,0.03,1702.84,1172.52,530.32,Concluída
1541,2025-05-19,2025,5,Notebook Pro 14,Eletrônicos,Centro-Oeste,Marketplace,Pessoa Jurídica,Diego,3,4659.16,0.05,13278.62,10629.25,2649.37,Concluída
1542,2024-11-04,2024,11,Mesa Office,Móveis,Nordeste,E-commerce,Pessoa Física,Bruno,4,852.84,0.08,3138.43,2506.54,631.9,Concluída
1543,2024-03-06,2024,3,Monitor 27,Eletrônicos,Sudeste,Marketplace,Pessoa Física,Diego,2,1210.84,0.0,2421.69,2118.67,303.02,Concluída
1544,2025-08-23,2025,8,Impressora Laser,Escritório,Nordeste,E-commerce,Pessoa Física,Henrique,1,1083.9,0.03,1051.39,851.21,200.18,Concluída
1545,2025-11-15,2025,11,Notebook Pro 14,Eletrônicos,Sudeste,Marketplace,Pessoa Jurídica,Ana,6,3989.86,0.1,21545.27,20431.7,1113.57,Concluída
1546,2025-02-13,2025,2,HD Externo 1TB,Acessórios,Sul,Marketplace,Pessoa Jurídica,Felipe,8,393.89,0.03,3056.59,2430.28,626.3,Concluída
1547,2025-11-02,2025,11,Smartphone X,Eletrônicos,Sudeste,E-commerce,Pessoa Jurídica,Gabriela,1,2559.86,0.08,2355.07,2145.1,209.97,Concluída
1548,2024-08-13,2024,8,HD Externo 1TB,Acessórios,Sudeste,Loja Física,Pessoa Física,Carla,1,421.02,0.15,357.87,290.73,67.14,Concluída
1549,2024-03-05,2024,3,Mesa Office,Móveis,Sul,Loja Física,Pessoa Jurídica,Bruno,3,850.4,0.05,2423.63,1713.17,710.46,Concluída
1550,2025-08-12,2025,8,Teclado Mecânico,Acessórios,Sudeste,Loja Física,Pessoa Física,Gabriela,1,333.56,0.03,323.55,237.61,85.94,Concluída
1551,2024-03-03,2024,3,Smartphone X,Eletrônicos,Centro-Oeste,Representante,Pessoa Física,Bruno,1,3003.4,0.08,2763.13,2277.33,485.8,Concluída
1552,2024-07-02,2024,7,Smartphone X,Eletrônicos,Centro-Oeste,Loja Física,Pessoa Física,Felipe,1,3092.87,0.05,2938.23,2248.72,689.51,Concluída
1553,2025-07-09,2025,7,Headset Gamer,Acessórios,Sul,Representante,Pessoa Física,Eduarda,1,397.09,0.03,0.0,274.87,0.0,Cancelada
1554,2025-06-21,2025,6,Monitor 27,Eletrônicos,Norte,Loja Física,Pessoa Jurídica,Gabriela,12,1439.53,0.05,16410.7,12731.14,3679.56,Concluída
1555,2025-02-06,2025,2,Monitor 27,Eletrônicos,Sul,E-commerce,Pessoa Jurídica,Carla,3,1207.51,0.15,3079.15,3271.05,-191.9,Concluída
1556,2024-03-21,2024,3,Smartphone X,Eletrônicos,Sudeste,Marketplace,Pessoa Jurídica,Ana,3,2808.91,0.1,7584.06,6258.91,1325.15,Concluída
1557,2024-06-28,2024,6,Webcam Full HD,Acessórios,Sudeste,E-commerce,Pessoa Jurídica,Carla,1,253.85,0.03,246.23,166.22,80.02,Concluída
1558,2024-10-09,2024,10,Mesa Office,Móveis,Sudeste,Loja Física,Pessoa Jurídica,Felipe,1,790.33,0.0,790.33,591.98,198.36,Concluída
1559,2025-10-27,2025,10,HD Externo 1TB,Acessórios,Sudeste,Representante,Pessoa Jurídica,Diego,2,401.38,0.1,722.49,581.88,140.61,Concluída
1560,2025-05-17,2025,5,Tablet 10,Eletrônicos,Norte,E-commerce,Pessoa Física,Carla,2,1550.77,0.03,3008.49,2679.98,328.52,Concluída
1561,2025-02-11,2025,2,Cadeira Ergonômica,Móveis,Nordeste,E-commerce,Pessoa Jurídica,Henrique,12,930.02,0.03,10825.4,8896.77,1928.63,Concluída
1562,2025-04-19,2025,4,Teclado Mecânico,Acessórios,Sudeste,Loja Física,Pessoa Física,Bruno,3,382.7,0.03,1113.65,676.42,437.23,Concluída
1563,2024-05-11,2024,5,Smartphone X,Eletrônicos,Sudeste,Loja Física,Pessoa Jurídica,Carla,4,2589.55,0.1,9322.37,8473.0,849.37,Concluída
1564,2024-08-24,2024,8,Smartphone X,Eletrônicos,Sudeste,Marketplace,Pessoa Física,Gabriela,1,2863.32,0.1,2576.99,2146.01,430.98,Concluída
1565,2025-04-20,2025,4,Headset Gamer,Acessórios,Sudeste,Representante,Pessoa Jurídica,Gabriela,3,401.32,0.0,1203.97,826.03,377.94,Concluída
1566,2025-09-03,2025,9,Headset Gamer,Acessórios,Sudeste,E-commerce,Pessoa Física,Carla,1,381.74,0.1,343.56,299.83,43.73,Concluída
1567,2025-11-24,2025,11,Teclado Mecânico,Acessórios,Sul,Marketplace,Pessoa Jurídica,Eduarda,8,372.89,0.03,2893.63,1840.54,1053.09,Concluída
1568,2025-10-30,2025,10,Tablet 10,Eletrônicos,Sul,E-commerce,Pessoa Física,Bruno,1,1505.21,0.03,1460.06,1259.21,200.85,Concluída
1569,2025-07-14,2025,7,Teclado Mecânico,Acessórios,Centro-Oeste,E-commerce,Pessoa Física,Eduarda,1,358.12,0.05,340.21,238.24,101.97,Concluída
1570,2025-10-30,2025,10,HD Externo 1TB,Acessórios,Sudeste,E-commerce,Pessoa Jurídica,Ana,2,394.65,0.0,789.31,570.98,218.33,Concluída
1571,2025-04-26,2025,4,Tablet 10,Eletrônicos,Sudeste,Loja Física,Pessoa Jurídica,Eduarda,6,1791.24,0.1,9672.69,8007.22,1665.47,Concluída
1572,2024-03-26,2024,3,Teclado Mecânico,Acessórios,Sudeste,E-commerce,Pessoa Jurídica,Diego,3,339.27,0.1,916.04,706.35,209.68,Concluída
1573,2024-09-25,2024,9,HD Externo 1TB,Acessórios,Nordeste,Loja Física,Pessoa Jurídica,Gabriela,12,404.88,0.08,4469.93,3524.64,945.28,Concluída
1574,2024-11-13,2024,11,Mouse Sem Fio,Acessórios,Norte,E-commerce,Pessoa Física,Ana,1,194.04,0.0,194.04,106.8,87.24,Concluída
1575,2025-12-09,2025,12,Teclado Mecânico,Acessórios,Nordeste,E-commerce,Pessoa Jurídica,Henrique,6,335.49,0.1,1811.62,1430.41,381.21,Concluída
1576,2024-06-06,2024,6,Cadeira Ergonômica,Móveis,Sudeste,Loja Física,Pessoa Jurídica,Bruno,2,894.57,0.0,1789.14,1433.11,356.03,Concluída
1577,2024-05-25,2024,5,Teclado Mecânico,Acessórios,Nordeste,Loja Física,Pessoa Física,Henrique,3,345.72,0.0,1037.15,683.23,353.93,Concluída
1578,2024-06-13,2024,6,Tablet 10,Eletrônicos,Nordeste,Loja Física,Pessoa Física,Bruno,1,1551.98,0.15,1319.19,1317.0,2.18,Concluída
1579,2024-10-27,2024,10,Impressora Laser,Escritório,Sudeste,Loja Física,Pessoa Física,Ana,1,1148.95,0.08,1057.03,873.3,183.73,Concluída
1580,2025-12-11,2025,12,Headset Gamer,Acessórios,Sul,E-commerce,Pessoa Jurídica,Felipe,5,445.46,0.0,2227.29,1367.85,859.44,Concluída
1581,2025-05-13,2025,5,Monitor 27,Eletrônicos,Nordeste,E-commerce,Pessoa Física,Gabriela,4,1191.85,0.0,4767.39,4157.9,609.5,Concluída
1582,2025-11-03,2025,11,Webcam Full HD,Acessórios,Sudeste,Loja Física,Pessoa Jurídica,Gabriela,6,262.03,0.0,1572.21,976.14,596.06,Concluída
1583,2024-05-14,2024,5,Headset Gamer,Acessórios,Sudeste,E-commerce,Pessoa Jurídica,Carla,2,400.2,0.0,800.4,561.95,238.45,Concluída
1584,2024-07-30,2024,7,Mesa Office,Móveis,Nordeste,Marketplace,Pessoa Jurídica,Bruno,1,762.94,0.0,762.94,586.32,176.62,Concluída
1585,2024-03-29,2024,3,Notebook Pro 14,Eletrônicos,Sul,Marketplace,Pessoa Jurídica,Bruno,2,4013.62,0.05,7625.87,7068.58,557.29,Concluída
1586,2025-02-15,2025,2,Notebook Pro 14,Eletrônicos,Sul,E-commerce,Pessoa Jurídica,Eduarda,12,4329.65,0.1,46760.18,39298.31,7461.87,Concluída
1587,2024-09-24,2024,9,Teclado Mecânico,Acessórios,Nordeste,Loja Física,Pessoa Física,Ana,1,337.46,0.0,337.46,234.46,103.0,Concluída
1588,2025-08-17,2025,8,Notebook Pro 14,Eletrônicos,Sul,E-commerce,Pessoa Física,Gabriela,1,4231.22,0.05,4019.66,3313.58,706.09,Concluída
1589,2024-01-09,2024,1,Impressora Laser,Escritório,Centro-Oeste,Inside Sales,Pessoa Física,Eduarda,1,1120.07,0.0,1120.07,841.83,278.24,Concluída
1590,2024-12-21,2024,12,Tablet 10,Eletrônicos,Sudeste,Loja Física,Pessoa Jurídica,Gabriela,12,1579.27,0.05,18003.65,16071.13,1932.52,Concluída
1591,2025-08-22,2025,8,Cadeira Ergonômica,Móveis,Nordeste,Loja Física,Pessoa Física,Gabriela,1,888.68,0.03,862.02,686.21,175.81,Concluída
1592,2025-04-13,2025,4,Smartphone X,Eletrônicos,Sul,Representante,Pessoa Jurídica,Carla,6,2643.66,0.03,15386.09,13236.14,2149.95,Concluída
1593,2024-06-16,2024,6,Mouse Sem Fio,Acessórios,Nordeste,E-commerce,Pessoa Física,Bruno,1,173.77,0.0,173.77,112.16,61.61,Concluída
1594,2024-08-08,2024,8,Mouse Sem Fio,Acessórios,Nordeste,E-commerce,Pessoa Jurídica,Bruno,4,192.98,0.0,771.94,438.19,333.75,Concluída
1595,2024-12-28,2024,12,Impressora Laser,Escritório,Sudeste,Loja Física,Pessoa Jurídica,Diego,2,1058.0,0.03,2052.51,1675.33,377.18,Concluída
1596,2025-02-18,2025,2,Monitor 27,Eletrônicos,Sul,E-commerce,Pessoa Jurídica,Felipe,5,1173.84,0.0,5869.22,5295.08,574.15,Concluída
1597,2025-01-03,2025,1,Cadeira Ergonômica,Móveis,Centro-Oeste,Marketplace,Pessoa Jurídica,Bruno,6,865.08,0.03,5034.78,4177.97,856.82,Concluída
1598,2025-03-03,2025,3,Mouse Sem Fio,Acessórios,Sul,E-commerce,Pessoa Jurídica,Gabriela,5,179.86,0.03,872.31,540.88,331.43,Concluída
1599,2024-03-05,2024,3,HD Externo 1TB,Acessórios,Nordeste,Loja Física,Pessoa Jurídica,Diego,8,421.76,0.08,3104.12,2423.66,680.46,Concluída
1600,2024-07-31,2024,7,Notebook Pro 14,Eletrônicos,Norte,Loja Física,Pessoa Física,Diego,1,4469.23,0.05,0.0,3415.0,0.0,Devolvida
1601,2025-06-26,2025,6,Smartphone X,Eletrônicos,Sul,Representante,Pessoa Jurídica,Gabriela,3,3070.84,0.0,9212.53,6866.71,2345.83,Concluída
1602,2024-02-09,2024,2,Smartphone X,Eletrônicos,Centro-Oeste,Marketplace,Pessoa Física,Henrique,3,2612.85,0.0,7838.55,6285.66,1552.9,Concluída
1603,2024-07-15,2024,7,Webcam Full HD,Acessórios,Nordeste,Loja Física,Pessoa Jurídica,Ana,3,244.86,0.1,661.11,493.41,167.7,Concluída
1604,2025-06-28,2025,6,Mouse Sem Fio,Acessórios,Nordeste,Inside Sales,Pessoa Jurídica,Carla,1,177.92,0.05,169.02,106.39,62.63,Concluída
1605,2024-02-02,2024,2,Smartphone X,Eletrônicos,Nordeste,Inside Sales,Pessoa Jurídica,Ana,3,2657.23,0.05,7573.1,6673.59,899.51,Concluída
1606,2025-04-10,2025,4,HD Externo 1TB,Acessórios,Sul,E-commerce,Pessoa Jurídica,Carla,8,450.97,0.0,3607.76,2375.45,1232.31,Concluída
1607,2024-12-28,2024,12,HD Externo 1TB,Acessórios,Nordeste,Loja Física,Pessoa Física,Ana,1,455.35,0.05,432.58,299.61,132.96,Concluída
1608,2025-01-25,2025,1,Monitor 27,Eletrônicos,Sudeste,Loja Física,Pessoa Física,Henrique,1,1339.67,0.0,1339.67,1025.57,314.1,Concluída
1609,2024-07-10,2024,7,Headset Gamer,Acessórios,Sul,E-commerce,Pessoa Física,Eduarda,1,462.13,0.03,448.26,279.0,169.26,Concluída
